# ID SN_Type SN_RA SN_Dec Redshift Kind_z Host_Name Host_RA Host_Dec vflag rmag AbsMag 
3996 Candidate 196.79813749999997 39.75923888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
3997 Candidate 129.98195416666664 38.03435555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
3998 Candidate 123.15757083333331 43.943016666666665 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
3999 Candidate 123.21857083333332 40.39691111111111 -999.0 -999 -999 -999.0 -999.0 9 -999.0 -999.0
4000 Candidate 105.96879583333332 40.78388611111111 -999.0 -999 -999 -999.0 -999.0 9 -999.0 -999.0
4001 Candidate 126.61745833333332 8.926549999999999 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4002 Candidate 215.3792375 38.78636944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4003 Candidate 162.57140833333332 37.69331944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4004 Candidate 205.03471666666664 39.21161666666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4005 Candidate 255.8706583333333 61.686144444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4006 NT 261.4372625 45.50780555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4007 Candidate 216.10104166666665 59.88336944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4008 Candidate 181.20253749999998 29.72393888888889 -999.0 -999 -999 -999.0 -999.0 0 -999.0 -999.0
4009 Candidate 251.10332083333333 51.281475 -999.0 -999 -999 -999.0 -999.0 9 -999.0 -999.0
4010 Candidate 240.31099166666664 31.09088333333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4011 Candidate 206.61927083333333 17.616455555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4012 Candidate 222.1828958333333 25.521302777777777 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4013 Candidate 202.4785666666666 18.344925 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4014 Candidate 203.77722083333333 34.20950277777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4015 Candidate 222.93220416666662 37.16685 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4016 Candidate 208.02957916666665 38.91643888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4017 Candidate 227.16791666666663 55.71398055555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4018 Candidate 216.9584833333333 68.03044166666666 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4019 Candidate 252.40977083333328 64.54179722222221 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4020 Candidate 171.98652916666663 11.907580555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4021 Candidate 202.32523749999996 4.138663888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4022 Candidate 178.52794999999998 24.90309444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4023 Candidate 172.1801583333333 28.001555555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4024 NT 121.46488333333332 73.07179722222222 -999.0 -999 -999 -999.0 -999.0 9 -999.0 -999.0
4025 Candidate 180.5676458333333 26.434544444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4026 Candidate 166.4170333333333 6.707116666666667 -999.0 -999 -999 -999.0 -999.0 0 -999.0 -999.0
4027 Candidate 89.30531249999999 54.744505555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4028 Candidate 157.29554166666665 31.134777777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4029 NT 127.0448625 -2.9105777777777777 -999.0 -999 "6dFGS gJ082810.8-025438 brightens by 0.8 mag" -999.0 -999.0 9 -999.0 -999.0
4030 Candidate 133.93952916666663 30.708513888888888 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4031 NT 141.11673749999997 35.008586111111114 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4032 Candidate 175.0211333333333 22.773452777777777 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4033 Candidate 255.83398333333335 37.62351944444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4034 Candidate 141.16843749999998 -0.02627222222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4035 Candidate 193.78837499999997 49.519425 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4036 Candidate 157.86286666666666 58.771166666666666 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4037 Candidate 120.6402583333333 38.23393055555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4038 NT 132.1218 14.577205555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4039 Candidate 225.2731083333333 50.65618055555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4040 NT 154.20322083333332 14.676866666666665 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4041 Candidate 172.6037833333333 43.793875 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4042 Candidate 190.55857499999996 42.266819444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4043 Candidate 130.1224208333333 52.55837777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4044 Candidate 128.2231708333333 3.838002777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4045 Candidate 234.47794166666665 60.5762 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4046 Candidate 282.061675 60.555594444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4047 Candidate 124.557325 68.99086944444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4048 Candidate 99.9961125 75.70872777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4049 Candidate 132.1005625 3.174888888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4050 Candidate 127.17510833333333 8.008308333333334 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4051 Candidate 125.50822083333331 25.520988888888887 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4052 NT 152.68943749999997 2.1988555555555553 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4053 NT 165.942175 23.40427222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4054 Candidate 204.63449166666663 64.57761666666666 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4055 Candidate 199.41518333333332 46.36013333333334 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4056 Candidate 187.59947083333333 5.230327777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4057 Candidate 148.30165416666665 62.38256111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4058 Candidate 132.2000875 50.563775 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4059 NT 157.59707916666665 -0.06939166666666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4060 Candidate 156.33240833333332 -3.670236111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4061 Candidate 184.66253749999998 41.87696666666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4062 Candidate 185.19427916666663 25.451527777777777 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4063 Candidate 102.96966666666665 42.53330277777778 -999.0 -999 -999 -999.0 -999.0 2 -999.0 -999.0
4064 Candidate 124.73481666666667 17.415444444444443 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4065 Candidate 136.35382083333334 41.83248888888889 -999.0 -999 -999 -999.0 -999.0 9 -999.0 -999.0
4066 Candidate 144.89941666666667 30.21120833333333 0.089842 -999 -999 -999.0 -999.0 2 -999.0 -999.0
4067 Candidate 163.50151666666665 25.251302777777777 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4068 Candidate 160.24469166666663 0.3380361111111111 -999.0 -999 -999 -999.0 -999.0 9 -999.0 -999.0
4069 Candidate 147.14599583333333 69.53490555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4070 Candidate 183.9181458333333 -1.2566555555555556 0.100305 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4071 Candidate 219.10357499999998 30.572375 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4072 Candidate 112.84034583333332 18.714366666666667 -999.0 -999 -999 -999.0 -999.0 0 -999.0 -999.0
4073 Candidate 136.3746125 -7.520002777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4074 Candidate 140.80742499999997 15.039444444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4075 Candidate 146.8483083333333 6.7488777777777775 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4076 Candidate 144.34747083333332 8.470252777777779 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4077 Candidate 171.2338 -12.742730555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4078 Candidate 143.8806 11.13621388888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4079 Candidate 241.86165416666663 23.674783333333334 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4080 Candidate 128.92716666666666 49.120222222222225 0.05 host "2MASS J08354255+4907116" 128.92729166666666 49.11988888888889 -999 -999.0 -999.0
4081 Candidate 132.00379999999998 -8.70121111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4082 Candidate 181.9168 43.4962 0.00065 host "UGC 7577" -999.0 -999.0 -999 -999.0 -999.0
4083 Candidate 208.27309583333331 4.7274 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4084 Candidate 201.49537083333328 -3.5138805555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4085 Candidate 205.24471666666665 5.996422222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4086 Candidate 215.6706458333333 13.130588888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4087 Candidate 212.60415833333332 6.913238888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4088 Candidate 231.09231666666665 26.706494444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4089 Candidate 223.5521208333333 -18.68839722222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4090 Candidate 223.69132916666666 22.423391666666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4091 Candidate 220.31744166666664 -9.639436111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4092 Candidate 222.61907083333332 14.519180555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4093 Candidate 232.54530416666663 -0.8951888888888888 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4094 Candidate 241.19597499999998 39.31758055555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4095 Candidate 305.47806249999996 76.20448611111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4096 Candidate 254.19745 2.8661 -999.0 -999 -999 -999.0 -999.0 -999 19.00249 nan
4097 Candidate 123.65483749999996 6.992161111111111 0.052745 -999 "2MASX J08143692+0659325" 123.65383333333331 6.992361111111111 9 -999.0 -999.0
4098 NT 268.33826666666664 58.78538611111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4099 Candidate 280.98560416666663 72.11279444444443 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4100 NT 267.7546375 14.918397222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4101 Candidate 243.8844208333333 -0.4583777777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4102 Candidate 116.77016666666665 18.6749 -999.0 -999 "SDSS J074704.58+184028.9" 116.76908333333331 18.674694444444444 -999 -999.0 -999.0
4103 Candidate 250.0707458333333 56.65282777777777 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4104 Candidate 134.2901125 -3.341527777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4105 Candidate 240.63391249999998 16.29210555555556 -999.0 -999 -999 -999.0 -999.0 0 -999.0 -999.0
4106 NT 65.818225 35.84738611111111 -999.0 -999 "2MASX J04231623+3550504" 65.81762499999999 35.84733333333334 -999 -999.0 -999.0
4107 NT 224.9808166666666 -18.246833333333335 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4108 Candidate 167.1855083333333 0.45895277777777777 0.088398 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4109 Candidate 261.8748333333333 33.223400000000005 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4110 Candidate 117.58954999999997 15.337222222222223 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4111 Candidate 126.97378749999999 52.29953611111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4112 Candidate 150.4588875 51.82908055555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4113 Candidate 161.75664583333332 -0.2985888888888889 0.077533 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4114 Candidate 169.53032499999998 75.14747222222223 0.022632 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4115 Candidate 179.87577916666663 8.267547222222223 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4116 Candidate 203.20300833333332 41.87178888888889 0.026942 -999 "NGC 5214" -999.0 -999.0 -999 -999.0 -999.0
4117 Candidate 210.62825416666664 11.852716666666666 0.038305 -999 "FGC 1702" -999.0 -999.0 -999 -999.0 -999.0
4118 Candidate 226.9706 65.65390833333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4119 Candidate 228.4308208333333 46.263125 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4120 Candidate 247.8345291666666 60.92254722222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4121 Candidate 282.1644958333333 51.01353611111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4122 Candidate 165.05207916666663 -2.0354083333333333 0.110121 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4123 Candidate 270.27023749999995 32.14521944444444 -999.0 -999 -999 -999.0 -999.0 0 -999.0 -999.0
4124 Candidate 239.72658749999997 55.270738888888886 -999.0 -999 -999 -999.0 -999.0 0 -999.0 -999.0
4125 Candidate 235.03440416666663 9.23951111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4126 Candidate 236.6570708333333 36.92648055555555 0.115423 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4127 Candidate 263.6341791666666 19.33058611111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4128 Candidate 261.9590333333333 23.87987222222222 -999.0 -999 -999 -999.0 -999.0 -999 18.82895 nan
4129 NT 278.4025625 50.62350555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4130 Candidate 284.76321666666666 46.69076388888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4131 Candidate 254.55524999999997 44.970486111111114 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4132 Candidate 259.6433125 27.00143611111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4133 Candidate 67.60337916666667 72.26834444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4134 Candidate 140.14293333333333 -24.658702777777776 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4135 Candidate 147.0683625 -21.02393888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4136 Candidate 143.0219833333333 -25.199502777777777 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4137 Candidate 149.6099458333333 -5.4701055555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4138 Candidate 157.05436249999997 -12.58263611111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4139 Candidate 169.10029166666666 -20.125725 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4140 Candidate 201.28185416666665 75.09117777777777 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4141 Candidate 190.61298749999997 -3.748486111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4142 Candidate 142.99374166666666 15.395213888888888 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4143 Candidate 183.15516666666662 -32.58374444444445 0.026859 -999 "ESO 441-G19" -999.0 -999.0 -999 -999.0 -999.0
4144 Candidate 169.0871625 -9.91143888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4145 Candidate 180.79744166666666 -2.878388888888889 0.052396 -999 "CGCG 013-048" -999.0 -999.0 -999 -999.0 -999.0
4146 Candidate 164.86291249999996 18.871783333333333 0.05856 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4147 Candidate 266.3412583333333 3.3000305555555554 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4148 Candidate 252.04729999999998 -4.693180555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4149 Candidate 270.5978333333333 19.058191666666666 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4150 Candidate 54.59629583333333 73.77785277777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4151 Candidate 82.76407499999999 7.305211111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4152 Candidate 106.45752916666665 35.91710555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4153 Candidate 112.33614583333332 34.52634444444444 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4154 Candidate 86.37650416666666 71.3952 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4155 Candidate 135.18732916666664 68.01362222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4156 Candidate 174.40184166666666 -11.911302777777777 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4157 NT 238.05852499999997 68.03107777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4158 Candidate 193.9688583333333 -2.8938527777777776 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4159 Candidate 195.57083749999998 -9.031258333333334 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4160 Candidate 194.13025416666665 -11.96168611111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4161 Candidate 197.397875 -4.926805555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4162 Candidate 223.7132208333333 79.980275 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4163 Candidate 231.26812499999994 8.093480555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4164 Candidate 216.35452499999997 -3.622625 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4165 Candidate 221.30049583333331 -12.485275 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4166 Candidate 208.64577916666664 -0.07387222222222223 0.083095 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4167 Candidate 258.58656666666667 67.00820555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4168 Candidate 251.12322916666668 1.7846333333333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4169 Candidate 271.36311249999994 22.80771388888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4170 Candidate 261.0904708333333 6.643736111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4171 Candidate 273.6268333333333 22.296950000000002 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4172 Candidate 264.2445208333333 13.365633333333333 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4173 Candidate 228.08572499999997 13.023469444444446 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4174 Candidate 272.6019833333333 22.631022222222224 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4175 Candidate 278.31267916666667 38.905655555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4176 Candidate 308.5008625 12.170747222222221 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4177 Candidate 244.5307458333333 -30.301519444444445 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4178 Candidate 136.6200458333333 17.35660277777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4179 Candidate 151.5139708333333 15.956638888888888 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4180 Candidate 168.9066458333333 -1.496663888888889 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4181 Candidate 197.32432916666664 -4.254505555555555 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4182 Candidate 173.24112916666667 12.033477777777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4183 Candidate 158.39897499999998 18.278758333333332 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4184 Candidate 195.95230416666666 31.64737222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4185 Candidate 237.61007916666665 -3.8864055555555557 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4186 Candidate 78.50404999999999 -23.697777777777777 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4187 Candidate 213.42709999999997 31.74235277777778 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4188 Candidate 231.4620291666666 8.397458333333333 0.076634 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4189 Candidate 251.7183833333333 41.57802222222222 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
4190 NT 237.83819166666663 8.271480555555556 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
